Date,Date2,Open,High,Low,Close
2012-03-01,40969,12952.29,13032.67,12943.06,12980.3
2012-03-02,40970,12980.75,12997.51,12927.77,12977.57
2012-03-05,40973,12977.34,12977.34,12883.91,12962.81
2012-03-06,40974,12958.65,12958.73,12734.86,12759.15
2012-03-07,40975,12756.12,12857.73,12751.51,12837.33
2012-03-08,40976,12835.53,12937.19,12835.53,12907.94
2012-03-09,40977,12908.62,12968.79,12906.43,12922.02
2012-03-12,40980,12920.58,12976.36,12919.98,12959.71
2012-03-13,40981,12953.2,13180.4,12953.13,13177.68
2012-03-14,40982,13177.15,13221.27,13166.25,13194.1
2012-03-15,40983,13192.97,13253.51,13170.19,13252.76
2012-03-16,40984,13253.51,13289.08,13231.45,13232.62
2012-03-19,40987,13231.94,13269.71,13208.63,13239.13
2012-03-20,40988,13238.45,13238.45,13123.38,13170.19
2012-03-21,40989,13170.79,13190.02,13112.93,13124.62
2012-03-22,40990,13124.4,13124.47,13017.42,13046.14
2012-03-23,40991,13045.99,13099.91,13002.77,13080.73
2012-03-26,40994,13082.62,13243.86,13082.39,13241.63
2012-03-27,40995,13242.09,13264.98,13194.33,13197.73
2012-03-28,40996,13195.39,13212.64,13069.26,13126.21
2012-03-29,40997,13125.99,13151.57,13032.67,13145.82
2012-03-30,40998,13147.94,13224.49,13147.78,13212.04
2012-04-02,41001,13211.36,13297.11,13153.69,13264.49
2012-04-03,41002,13258.96,13265.36,13131.21,13199.55
2012-04-04,41003,13198.19,13198.19,13020.86,13074.75
2012-04-05,41004,13067.18,13088.11,13012.46,13060.14
2012-04-09,41008,13057.57,13057.72,12903.78,12929.59
2012-04-10,41009,12929.44,12929.59,12710.56,12715.93
2012-04-11,41010,12716.92,12844.82,12716.92,12805.39
2012-04-12,41011,12806.45,12986.96,12806.3,12986.58
2012-04-13,41012,12986.2,12986.35,12845.28,12849.59
2012-04-16,41015,12850.88,12986.77,12850.8,12921.41
2012-04-17,41016,12921.79,13131.36,12921.79,13115.54
2012-04-18,41017,13114.56,13114.56,13027.49,13032.75
2012-04-19,41018,13028.73,13080.2,12896.82,12964.1
